StateId,StateName,CountyName,ReportYear,PercentDaysBadAirQuality
1,Alabama,Clay,2009,0
1,Alabama,Colbert,2013,0
1,Alabama,Morgan,2011,0
1,Alabama,Clay,2010,0
1,Alabama,Houston,2010,0
1,Alabama,Madison,2009,0
1,Alabama,Houston,2008,0
1,Alabama,Talladega,2003,0.934579439
1,Alabama,Talladega,2010,0
1,Alabama,Mobile,2006,0.819672131
1,Alabama,Houston,2012,0
1,Alabama,Talladega,2004,1.754385965
1,Alabama,Montgomery,2006,0
1,Alabama,Shelby,2006,0
1,Alabama,Russell,2008,0.606060606
1,Alabama,Russell,2001,0.952380952
1,Alabama,Russell,2002,1.020408163
1,Alabama,Escambia,2006,0
1,Alabama,Clay,2004,0
1,Alabama,Baldwin,2008,0
1,Alabama,Sumter,1999,6.25
1,Alabama,Baldwin,2000,2.352941176
1,Alabama,Colbert,2000,1.886792453
1,Alabama,Jefferson,2011,0.550964187
1,Alabama,Shelby,2004,2.521008403
1,Alabama,Shelby,2011,0
1,Alabama,Jefferson,2004,6.557377049
1,Alabama,Colbert,2005,1.709401709
1,Alabama,Baldwin,2009,0
1,Alabama,DeKalb,2001,0.892857143
1,Alabama,Madison,2005,2.5
1,Alabama,Etowah,2013,0
1,Alabama,Baldwin,2010,0
1,Alabama,Colbert,2002,0
1,Alabama,DeKalb,2003,0.869565217
1,Alabama,Montgomery,2007,2.243589744
1,Alabama,Etowah,2000,8.43373494
1,Alabama,Walker,2008,0
1,Alabama,Sumter,2002,0.900900901
1,Alabama,Etowah,2008,0.315457413
1,Alabama,Tuscaloosa,2009,0
1,Alabama,Baldwin,2004,0
1,Alabama,Walker,1999,7.954545455
1,Alabama,Walker,2000,3.076923077
1,Alabama,Jefferson,2002,5.753424658
1,Alabama,Clay,2012,0
1,Alabama,Clay,2001,0
1,Alabama,Sumter,2004,0
1,Alabama,Tuscaloosa,2003,0
1,Alabama,Houston,2006,0
1,Alabama,Montgomery,2009,0
1,Alabama,Shelby,2012,0
1,Alabama,Mobile,2013,0
1,Alabama,Houston,2000,1.063829787
1,Alabama,Madison,2011,0
1,Alabama,Morgan,2010,0
1,Alabama,Mobile,2011,0
1,Alabama,Madison,2012,0
1,Alabama,Escambia,2004,1.818181818
1,Alabama,Walker,2009,0
1,Alabama,Clay,2003,0.900900901
1,Alabama,Etowah,2006,0
1,Alabama,Talladega,1999,15.53398058
1,Alabama,Etowah,2012,0
1,Alabama,Morgan,2002,0.884955752
1,Alabama,Baldwin,2002,0
1,Alabama,Morgan,2003,0
1,Alabama,Walker,2004,0
1,Alabama,Etowah,2009,0
1,Alabama,Escambia,2005,0
1,Alabama,Shelby,2001,0
1,Alabama,Escambia,2003,0
1,Alabama,Walker,2010,0
1,Alabama,Shelby,2009,0
1,Alabama,Russell,2010,0
1,Alabama,Sumter,2006,0
1,Alabama,Houston,2001,0
1,Alabama,Talladega,2009,0
1,Alabama,Montgomery,2013,0
1,Alabama,Houston,2009,0
1,Alabama,Colbert,2012,0
1,Alabama,DeKalb,2007,0.925925926
1,Alabama,Shelby,2013,0
1,Alabama,Etowah,2007,3.515625
1,Alabama,Baldwin,2005,0
1,Alabama,Montgomery,1999,7.142857143
1,Alabama,Madison,2006,0
1,Alabama,Baldwin,2006,0
1,Alabama,Morgan,2005,2.564102564
1,Alabama,Tuscaloosa,2005,1.680672269
1,Alabama,Colbert,2004,0
1,Alabama,Montgomery,2002,0.833333333
1,Alabama,Houston,2013,0
1,Alabama,Tuscaloosa,2004,0
1,Alabama,Shelby,1999,4.87804878
1,Alabama,Morgan,2006,0
1,Alabama,Baldwin,2013,0
1,Alabama,Russell,2006,0
1,Alabama,Jefferson,2000,14.79452055
1,Alabama,Baldwin,2011,0
1,Alabama,Madison,2003,0.869565217
1,Alabama,Russell,2000,6.422018349
1,Alabama,Talladega,2013,0
1,Alabama,Etowah,2002,1.869158879
1,Alabama,Houston,2005,1.785714286
1,Alabama,Jefferson,2007,9.589041096
1,Alabama,Etowah,2001,0
1,Alabama,Colbert,2011,0
1,Alabama,Mobile,2004,2.479338843
1,Alabama,Russell,2004,4.201680672
1,Alabama,Morgan,2007,2.479338843
1,Alabama,Baldwin,2001,0
1,Alabama,Houston,2007,2.608695652
1,Alabama,Tuscaloosa,2013,0
1,Alabama,Tuscaloosa,2000,3.80952381
1,Alabama,Mobile,2005,0.854700855
1,Alabama,Walker,2003,1.923076923
1,Alabama,Mobile,2008,0
1,Alabama,Colbert,2003,0.862068966
1,Alabama,Escambia,2001,0
1,Alabama,Walker,2002,0
1,Alabama,Mobile,2002,0
1,Alabama,Etowah,2010,0
1,Alabama,Shelby,2007,3.333333333
1,Alabama,DeKalb,2006,0
1,Alabama,Jefferson,2001,9.315068493
1,Alabama,Jefferson,1999,18.68131868
1,Alabama,Jefferson,2008,1.912568306
1,Alabama,Escambia,2002,0
1,Alabama,Montgomery,2003,0.833333333
1,Alabama,Mobile,2009,0
1,Alabama,Colbert,1999,2.43902439
1,Alabama,Shelby,2002,0
1,Alabama,Russell,2005,2.479338843
1,Alabama,Russell,2011,0
1,Alabama,Montgomery,2004,2.479338843
1,Alabama,Mobile,2007,0
1,Alabama,Houston,2004,1.428571429
1,Alabama,Mobile,2003,0.826446281
1,Alabama,Clay,2006,0
1,Alabama,Montgomery,2011,0
1,Alabama,Talladega,2001,0
1,Alabama,Mobile,2012,0
1,Alabama,Montgomery,2010,0
1,Alabama,Etowah,2004,1.724137931
1,Alabama,Montgomery,2008,0.607902736
1,Alabama,Tuscaloosa,1999,6.542056075
1,Alabama,Russell,2013,0
1,Alabama,DeKalb,2004,1.801801802
1,Alabama,Tuscaloosa,2012,0
1,Alabama,Mobile,2001,0.819672131
1,Alabama,Shelby,2008,0
1,Alabama,Jefferson,2012,0
1,Alabama,Houston,2002,0
1,Alabama,Houston,1999,4.225352113
1,Alabama,Russell,2003,0
1,Alabama,DeKalb,2010,0
1,Alabama,Colbert,2007,1.724137931
1,Alabama,Talladega,2007,0.847457627
1,Alabama,Baldwin,2012,0
1,Alabama,Talladega,2000,4.716981132
1,Alabama,Colbert,2008,0
1,Alabama,DeKalb,2011,0
1,Alabama,Tuscaloosa,2002,0
1,Alabama,DeKalb,1999,4.761904762
